HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,PSH,PSD,PSA,AvgH,AvgD,AvgA
Eupen,Charleroi,2.0,0.0,H,1.0,0.0,8.0,17.0,5.0,5.0,11.0,13.0,4.0,8.0,3.0,2.0,0.0,0.0,3.54,3.77,2.06,3.37,3.71,2.03
Mechelen,Cercle Brugge,0.0,2.0,A,0.0,0.0,11.0,22.0,7.0,4.0,13.0,15.0,8.0,3.0,1.0,3.0,0.0,0.0,3.25,3.91,2.13,3.14,3.7,2.13
St Truiden,RWD Molenbeek,2.0,1.0,H,0.0,0.0,9.0,10.0,5.0,3.0,9.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.87,3.78,4.25,1.86,3.7,3.99
Oud-Heverlee Leuven,St Truiden,4.0,0.0,H,2.0,0.0,11.0,18.0,4.0,3.0,9.0,12.0,3.0,7.0,1.0,3.0,0.0,0.0,2.24,3.58,3.13,2.26,3.51,3.0
Standard,Anderlecht,3.0,2.0,H,0.0,2.0,15.0,13.0,8.0,7.0,12.0,14.0,3.0,8.0,2.0,3.0,0.0,0.0,3.14,3.47,2.29,3.01,3.47,2.26
Cercle Brugge,Gent,2.0,0.0,H,0.0,0.0,16.0,10.0,5.0,4.0,17.0,15.0,6.0,7.0,3.0,2.0,0.0,1.0,2.65,3.71,2.52,2.64,3.56,2.48
Genk,Mechelen,4.0,0.0,H,2.0,0.0,19.0,10.0,9.0,3.0,6.0,10.0,4.0,3.0,1.0,2.0,0.0,0.0,1.54,4.67,5.72,1.53,4.42,5.53
Charleroi,Antwerp,3.0,2.0,H,0.0,0.0,10.0,11.0,5.0,5.0,6.0,12.0,5.0,2.0,2.0,2.0,0.0,0.0,3.43,3.57,2.16,3.28,3.49,2.13
RWD Molenbeek,Westerlo,1.0,1.0,D,0.0,0.0,12.0,9.0,6.0,5.0,10.0,8.0,7.0,4.0,2.0,2.0,0.0,0.0,2.39,3.67,2.92,2.29,3.6,2.89
Kortrijk,Club Brugge,1.0,0.0,H,1.0,0.0,6.0,18.0,2.0,4.0,14.0,9.0,1.0,9.0,4.0,2.0,0.0,0.0,7.22,5.36,1.4,6.96,5.05,1.39
St. Gilloise,Eupen,4.0,1.0,H,2.0,0.0,21.0,6.0,11.0,1.0,14.0,14.0,3.0,1.0,0.0,3.0,0.0,1.0,1.2,7.49,13.66,1.19,6.95,13.28
St Truiden,St. Gilloise,0.0,4.0,A,0.0,2.0,9.0,12.0,1.0,7.0,3.0,15.0,3.0,5.0,1.0,4.0,0.0,0.0,4.22,3.82,1.82,4.05,3.74,1.82
Gent,Genk,1.0,1.0,D,0.0,0.0,18.0,20.0,9.0,6.0,9.0,14.0,4.0,9.0,1.0,3.0,0.0,0.0,2.05,3.76,3.42,2.0,3.75,3.39
Antwerp,Eupen,4.0,1.0,H,2.0,1.0,27.0,5.0,12.0,2.0,8.0,10.0,8.0,2.0,0.0,2.0,0.0,0.0,1.23,6.64,10.66,1.23,6.33,10.72
Standard,Club Brugge,2.0,1.0,H,1.0,0.0,7.0,16.0,5.0,7.0,13.0,14.0,1.0,6.0,4.0,1.0,0.0,0.0,4.92,4.2,1.66,4.62,4.07,1.67
Anderlecht,Mechelen,3.0,1.0,H,1.0,0.0,19.0,13.0,9.0,3.0,14.0,10.0,8.0,1.0,2.0,3.0,0.0,0.0,1.75,4.05,4.58,1.73,3.96,4.33
Westerlo,Kortrijk,1.0,0.0,H,1.0,0.0,13.0,13.0,4.0,3.0,15.0,10.0,1.0,10.0,2.0,4.0,0.0,0.0,1.85,4.29,3.79,1.83,4.08,3.73
Cercle Brugge,Oud-Heverlee Leuven,3.0,2.0,H,2.0,2.0,18.0,13.0,7.0,5.0,9.0,9.0,6.0,6.0,2.0,3.0,0.0,0.0,1.62,4.4,5.2,1.58,4.36,5.01
Charleroi,RWD Molenbeek,2.0,1.0,H,0.0,0.0,22.0,6.0,7.0,3.0,9.0,7.0,14.0,2.0,1.0,3.0,0.0,1.0,1.91,3.88,3.95,1.89,3.76,3.75
RWD Molenbeek,Gent,1.0,1.0,D,1.0,1.0,9.0,19.0,3.0,9.0,9.0,10.0,4.0,4.0,3.0,1.0,0.0,0.0,4.5,4.23,1.69,4.57,4.11,1.67
Club Brugge,St Truiden,1.0,1.0,D,0.0,0.0,20.0,12.0,7.0,3.0,12.0,8.0,11.0,4.0,3.0,1.0,0.0,0.0,1.38,5.12,7.61,1.39,4.91,7.36
Genk,Westerlo,3.0,3.0,D,2.0,1.0,18.0,10.0,6.0,7.0,7.0,12.0,4.0,7.0,2.0,2.0,1.0,0.0,1.45,4.87,6.35,1.45,4.7,6.32
St. Gilloise,Charleroi,3.0,1.0,H,3.0,1.0,17.0,4.0,7.0,3.0,13.0,13.0,8.0,7.0,1.0,2.0,0.0,0.0,1.57,4.43,5.34,1.58,4.31,5.12
Mechelen,Antwerp,0.0,0.0,D,0.0,0.0,14.0,22.0,3.0,4.0,3.0,5.0,5.0,13.0,0.0,1.0,0.0,0.0,3.93,3.8,1.93,3.77,3.77,1.89
Oud-Heverlee Leuven,Standard,1.0,2.0,A,0.0,1.0,11.0,14.0,5.0,3.0,10.0,11.0,6.0,3.0,2.0,1.0,0.0,0.0,2.38,3.69,2.92,2.29,3.65,2.85
Eupen,Anderlecht,1.0,3.0,A,1.0,1.0,9.0,20.0,3.0,6.0,11.0,15.0,2.0,4.0,1.0,0.0,0.0,0.0,4.48,3.99,1.78,4.3,3.92,1.75
Kortrijk,Cercle Brugge,2.0,1.0,H,0.0,0.0,10.0,10.0,4.0,2.0,13.0,19.0,3.0,7.0,3.0,1.0,0.0,0.0,4.68,4.39,1.68,4.68,4.25,1.63
Club Brugge,Genk,1.0,1.0,D,0.0,1.0,18.0,15.0,3.0,5.0,16.0,7.0,10.0,3.0,4.0,1.0,0.0,0.0,1.79,4.03,4.16,1.79,3.92,4.03
RWD Molenbeek,St. Gilloise,2.0,3.0,A,2.0,2.0,10.0,16.0,7.0,8.0,8.0,14.0,3.0,8.0,2.0,3.0,0.0,0.0,4.79,4.22,1.66,4.64,4.06,1.68
Antwerp,Gent,0.0,0.0,D,0.0,0.0,14.0,6.0,4.0,2.0,10.0,4.0,6.0,0.0,3.0,1.0,0.0,0.0,2.12,3.7,3.42,2.12,3.61,3.21
Gent,Eupen,2.0,1.0,H,0.0,1.0,13.0,14.0,6.0,3.0,9.0,16.0,3.0,7.0,1.0,4.0,1.0,0.0,1.28,5.94,9.23,1.28,5.73,9.63
Anderlecht,Club Brugge,1.0,1.0,D,1.0,0.0,8.0,9.0,1.0,3.0,12.0,11.0,3.0,3.0,1.0,1.0,0.0,0.0,2.91,3.74,2.31,2.96,3.65,2.23
Cercle Brugge,St. Gilloise,0.0,2.0,A,0.0,1.0,6.0,15.0,1.0,7.0,8.0,17.0,3.0,2.0,3.0,3.0,1.0,0.0,2.88,3.53,2.42,2.76,3.49,2.44
Genk,St Truiden,3.0,3.0,D,0.0,3.0,20.0,16.0,7.0,6.0,17.0,11.0,5.0,1.0,2.0,4.0,0.0,0.0,1.58,4.34,5.35,1.57,4.23,5.33
Antwerp,RWD Molenbeek,0.0,0.0,D,0.0,0.0,14.0,5.0,3.0,1.0,4.0,14.0,9.0,1.0,0.0,1.0,0.0,0.0,1.33,5.63,8.62,1.32,5.33,8.56
Mechelen,Oud-Heverlee Leuven,1.0,2.0,A,0.0,2.0,16.0,15.0,4.0,8.0,12.0,7.0,6.0,6.0,5.0,3.0,0.0,0.0,1.93,3.81,3.9,1.91,3.84,3.67
Charleroi,Kortrijk,1.0,0.0,H,1.0,0.0,14.0,13.0,5.0,3.0,16.0,13.0,8.0,7.0,2.0,1.0,0.0,0.0,1.65,4.34,5.05,1.64,4.16,4.77
Standard,Westerlo,0.0,0.0,D,0.0,0.0,14.0,3.0,5.0,2.0,6.0,23.0,5.0,2.0,0.0,3.0,0.0,0.0,1.83,4.25,3.92,1.84,3.99,3.78
St Truiden,Mechelen,2.0,0.0,H,1.0,0.0,16.0,13.0,4.0,7.0,8.0,12.0,1.0,7.0,1.0,2.0,0.0,0.0,2.45,3.44,2.9,2.38,3.41,2.87
Oud-Heverlee Leuven,Gent,1.0,1.0,D,1.0,1.0,9.0,22.0,2.0,4.0,7.0,11.0,3.0,16.0,4.0,3.0,0.0,0.0,4.4,4.13,1.73,4.22,3.98,1.75
Kortrijk,Anderlecht,2.0,2.0,D,1.0,1.0,9.0,18.0,4.0,6.0,13.0,6.0,3.0,11.0,5.0,1.0,1.0,1.0,4.66,4.22,1.68,4.52,4.09,1.68
Eupen,Standard,1.0,3.0,A,0.0,2.0,13.0,16.0,3.0,6.0,5.0,12.0,6.0,6.0,1.0,4.0,0.0,1.0,3.08,3.37,2.36,2.95,3.42,2.32
Club Brugge,Charleroi,4.0,2.0,H,2.0,2.0,25.0,14.0,10.0,8.0,8.0,6.0,5.0,5.0,2.0,3.0,0.0,0.0,1.41,5.26,7.15,1.4,4.96,6.78
St. Gilloise,Genk,0.0,2.0,A,0.0,1.0,25.0,7.0,4.0,2.0,15.0,15.0,7.0,3.0,1.0,6.0,0.0,0.0,2.0,3.85,3.63,1.97,3.7,3.56
RWD Molenbeek,Cercle Brugge,2.0,1.0,H,1.0,1.0,10.0,15.0,5.0,4.0,18.0,12.0,5.0,4.0,3.0,3.0,0.0,0.0,4.18,4.22,1.79,4.05,3.93,1.79
Westerlo,Antwerp,0.0,3.0,A,0.0,1.0,9.0,15.0,2.0,4.0,13.0,9.0,4.0,5.0,3.0,0.0,0.0,0.0,5.39,4.45,1.6,5.28,4.28,1.57
Charleroi,St Truiden,1.0,1.0,D,0.0,0.0,18.0,8.0,5.0,5.0,12.0,6.0,3.0,5.0,2.0,0.0,0.0,1.0,2.23,3.43,3.28,2.24,3.38,3.14
Genk,Anderlecht,1.0,1.0,D,0.0,0.0,12.0,8.0,4.0,4.0,6.0,15.0,7.0,7.0,5.0,6.0,1.0,0.0,1.97,3.56,3.87,1.93,3.68,3.69
St. Gilloise,Antwerp,2.0,2.0,D,1.0,2.0,24.0,8.0,7.0,5.0,9.0,12.0,8.0,4.0,1.0,2.0,0.0,0.0,2.34,3.22,3.27,2.32,3.3,3.08
Gent,Club Brugge,2.0,1.0,H,1.0,1.0,14.0,14.0,4.0,7.0,14.0,12.0,5.0,6.0,2.0,0.0,1.0,0.0,2.41,3.77,2.79,2.39,3.62,2.73
Standard,RWD Molenbeek,1.0,1.0,D,1.0,1.0,11.0,8.0,4.0,3.0,9.0,22.0,5.0,0.0,1.0,3.0,0.0,0.0,2.07,3.56,3.7,2.01,3.63,3.51
Mechelen,Eupen,1.0,0.0,H,0.0,0.0,22.0,9.0,6.0,1.0,10.0,13.0,6.0,4.0,0.0,1.0,0.0,0.0,1.78,4.13,4.21,1.77,3.98,4.06
Cercle Brugge,Westerlo,2.0,1.0,H,1.0,0.0,21.0,7.0,6.0,1.0,16.0,16.0,14.0,1.0,0.0,1.0,0.0,0.0,1.58,4.43,5.54,1.56,4.38,5.24
Oud-Heverlee Leuven,Kortrijk,3.0,0.0,H,1.0,0.0,20.0,13.0,9.0,7.0,10.0,14.0,4.0,1.0,1.0,3.0,0.0,0.0,1.63,4.61,4.83,1.61,4.45,4.65
Anderlecht,Charleroi,2.0,1.0,H,1.0,0.0,15.0,18.0,8.0,5.0,12.0,16.0,4.0,7.0,0.0,2.0,0.0,0.0,1.72,4.11,4.43,1.75,3.9,4.32
St Truiden,Cercle Brugge,0.0,2.0,A,0.0,0.0,20.0,25.0,4.0,8.0,8.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0,3.19,3.38,2.3,3.16,3.36,2.24
Kortrijk,Standard,1.0,1.0,D,1.0,0.0,19.0,23.0,6.0,6.0,7.0,12.0,7.0,10.0,0.0,2.0,0.0,0.0,3.0,3.65,2.35,2.97,3.54,2.27
Eupen,Oud-Heverlee Leuven,3.0,1.0,H,1.0,0.0,17.0,22.0,4.0,5.0,15.0,9.0,3.0,5.0,1.0,2.0,0.0,0.0,3.02,3.81,2.27,2.96,3.68,2.22
Westerlo,Mechelen,2.0,3.0,A,2.0,0.0,11.0,17.0,4.0,5.0,8.0,9.0,5.0,4.0,0.0,3.0,0.0,0.0,2.25,3.83,3.04,2.17,3.69,3.04
Kortrijk,Eupen,1.0,3.0,A,0.0,0.0,13.0,15.0,4.0,8.0,15.0,15.0,5.0,9.0,5.0,4.0,1.0,0.0,2.33,3.77,2.85,2.27,3.58,2.89
Club Brugge,RWD Molenbeek,7.0,1.0,H,2.0,1.0,23.0,9.0,9.0,3.0,10.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,1.29,5.77,9.29,1.28,5.78,9.33
Genk,Charleroi,0.0,0.0,D,0.0,0.0,23.0,7.0,7.0,3.0,11.0,13.0,11.0,4.0,0.0,0.0,0.0,0.0,1.59,4.53,5.02,1.56,4.37,5.19
Gent,St Truiden,2.0,2.0,D,1.0,2.0,19.0,14.0,5.0,3.0,11.0,9.0,7.0,2.0,2.0,2.0,0.0,0.0,1.44,4.89,6.52,1.41,4.71,6.99
Anderlecht,Westerlo,2.0,1.0,H,1.0,0.0,24.0,18.0,7.0,3.0,7.0,13.0,6.0,2.0,1.0,3.0,0.0,0.0,1.92,3.59,4.13,1.87,3.69,3.86
Mechelen,St. Gilloise,4.0,0.0,H,1.0,0.0,10.0,14.0,7.0,1.0,9.0,10.0,4.0,6.0,0.0,2.0,0.0,0.0,4.29,4.01,1.81,4.2,3.93,1.75
Standard,Cercle Brugge,0.0,1.0,A,0.0,0.0,7.0,16.0,3.0,4.0,10.0,11.0,3.0,2.0,2.0,2.0,0.0,0.0,2.94,3.55,2.43,2.85,3.49,2.35
Oud-Heverlee Leuven,Antwerp,1.0,1.0,D,0.0,1.0,10.0,13.0,2.0,4.0,16.0,10.0,7.0,7.0,4.0,2.0,1.0,0.0,4.93,4.24,1.67,4.66,4.07,1.66
Westerlo,Gent,1.0,3.0,A,1.0,1.0,14.0,18.0,4.0,9.0,10.0,14.0,4.0,10.0,1.0,1.0,0.0,0.0,3.56,3.96,1.95,3.44,3.79,1.96
Charleroi,Standard,1.0,1.0,D,0.0,1.0,18.0,7.0,3.0,2.0,11.0,12.0,13.0,2.0,3.0,2.0,1.0,1.0,2.07,3.64,3.47,2.04,3.59,3.36
Cercle Brugge,Genk,0.0,1.0,A,0.0,0.0,13.0,10.0,2.0,3.0,8.0,20.0,5.0,3.0,2.0,3.0,0.0,0.0,2.72,3.73,2.45,2.75,3.67,2.33
Eupen,Club Brugge,0.0,5.0,A,0.0,3.0,9.0,13.0,1.0,7.0,9.0,13.0,4.0,6.0,0.0,2.0,0.0,0.0,5.62,4.33,1.56,5.28,4.29,1.55
St Truiden,Anderlecht,0.0,1.0,A,0.0,0.0,14.0,9.0,5.0,3.0,13.0,15.0,6.0,1.0,4.0,5.0,0.0,1.0,3.46,3.45,2.15,3.26,3.41,2.15
St. Gilloise,Oud-Heverlee Leuven,5.0,1.0,H,2.0,1.0,16.0,4.0,9.0,1.0,10.0,15.0,0.0,3.0,1.0,4.0,0.0,0.0,1.51,4.42,6.74,1.47,4.61,6.06
RWD Molenbeek,Mechelen,1.0,0.0,H,0.0,0.0,18.0,9.0,8.0,4.0,12.0,11.0,7.0,4.0,3.0,1.0,0.0,0.0,2.25,3.89,3.01,2.24,3.67,2.9
Antwerp,Kortrijk,6.0,0.0,H,4.0,0.0,25.0,4.0,9.0,1.0,8.0,11.0,4.0,1.0,0.0,2.0,0.0,0.0,1.26,6.31,11.17,1.26,5.86,10.02
Kortrijk,St Truiden,0.0,1.0,A,0.0,0.0,8.0,14.0,1.0,4.0,10.0,12.0,0.0,14.0,1.0,2.0,0.0,0.0,2.85,3.35,2.53,2.8,3.36,2.44
Westerlo,Club Brugge,0.0,1.0,A,0.0,1.0,11.0,20.0,3.0,8.0,7.0,9.0,4.0,5.0,1.0,0.0,0.0,0.0,3.69,3.7,1.98,3.48,3.72,1.97
Mechelen,Gent,0.0,1.0,A,0.0,0.0,14.0,12.0,2.0,3.0,14.0,14.0,7.0,3.0,2.0,3.0,0.0,0.0,3.78,4.04,1.87,3.81,3.88,1.83
Anderlecht,Antwerp,1.0,0.0,H,1.0,0.0,9.0,5.0,2.0,3.0,9.0,19.0,3.0,6.0,1.0,1.0,0.0,0.0,2.65,3.7,2.55,2.55,3.5,2.58
Oud-Heverlee Leuven,RWD Molenbeek,1.0,2.0,A,1.0,1.0,18.0,15.0,5.0,4.0,14.0,18.0,15.0,6.0,4.0,1.0,0.0,0.0,1.82,4.01,4.23,1.78,3.87,4.1
Cercle Brugge,Charleroi,2.0,0.0,H,2.0,0.0,19.0,8.0,3.0,3.0,11.0,13.0,4.0,5.0,0.0,3.0,0.0,0.0,1.92,3.8,3.98,1.87,3.75,3.8
Genk,Eupen,0.0,1.0,A,0.0,1.0,28.0,5.0,3.0,2.0,11.0,11.0,7.0,2.0,1.0,2.0,0.0,0.0,1.29,6.28,9.53,1.29,5.67,8.88
Standard,St. Gilloise,0.0,1.0,A,0.0,1.0,8.0,24.0,3.0,8.0,9.0,12.0,2.0,13.0,4.0,1.0,1.0,0.0,3.87,3.67,1.98,3.55,3.61,1.99
St Truiden,Standard,1.0,0.0,H,0.0,0.0,11.0,7.0,3.0,3.0,13.0,11.0,3.0,2.0,1.0,1.0,0.0,0.0,2.71,3.27,2.71,2.64,3.26,2.63
Club Brugge,Mechelen,1.0,1.0,D,0.0,1.0,21.0,9.0,5.0,2.0,8.0,9.0,4.0,3.0,2.0,2.0,1.0,0.0,1.47,4.68,6.33,1.47,4.57,6.16
Gent,Kortrijk,3.0,2.0,H,2.0,1.0,17.0,10.0,4.0,3.0,5.0,9.0,7.0,5.0,1.0,4.0,0.0,0.0,1.33,5.51,8.63,1.32,5.23,8.52
Antwerp,Cercle Brugge,1.0,0.0,H,1.0,0.0,15.0,8.0,4.0,1.0,15.0,13.0,7.0,7.0,0.0,2.0,0.0,0.0,1.85,3.6,4.36,1.82,3.61,4.18
RWD Molenbeek,Genk,0.0,4.0,A,0.0,3.0,10.0,28.0,4.0,10.0,11.0,11.0,2.0,6.0,1.0,0.0,0.0,0.0,3.67,3.9,1.98,3.6,3.69,1.94
Charleroi,Oud-Heverlee Leuven,1.0,1.0,D,1.0,0.0,4.0,19.0,2.0,5.0,7.0,12.0,2.0,6.0,3.0,1.0,1.0,0.0,2.03,3.73,3.65,1.99,3.59,3.56
Eupen,Westerlo,2.0,2.0,D,1.0,0.0,13.0,22.0,6.0,5.0,14.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,3.56,3.56,2.12,3.36,3.46,2.11
St. Gilloise,Anderlecht,2.0,0.0,H,1.0,0.0,10.0,5.0,3.0,2.0,16.0,13.0,3.0,3.0,5.0,3.0,0.0,0.0,2.22,3.63,3.24,2.21,3.46,3.1
Anderlecht,Mechelen,2.0,3.0,A,1.0,2.0,19.0,15.0,9.0,7.0,11.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0,1.35,5.24,8.18,1.34,5.18,7.79
Charleroi,Genk,2.0,2.0,D,1.0,2.0,13.0,4.0,6.0,2.0,15.0,13.0,6.0,4.0,3.0,1.0,0.0,0.0,3.59,4.0,1.93,3.5,3.81,1.93
Club Brugge,Eupen,7.0,0.0,H,4.0,0.0,33.0,6.0,13.0,0.0,8.0,15.0,4.0,4.0,0.0,3.0,0.0,0.0,1.3,5.64,9.77,1.29,5.51,9.12
Gent,Oostende,1.0,2.0,A,0.0,0.0,19.0,13.0,4.0,6.0,4.0,10.0,3.0,5.0,2.0,3.0,0.0,0.0,1.21,7.1,11.31,1.21,6.71,11.56
Kortrijk,St. Gilloise,2.0,4.0,A,2.0,1.0,9.0,16.0,5.0,8.0,9.0,14.0,0.0,3.0,1.0,3.0,0.0,0.0,5.46,4.5,1.55,5.4,4.38,1.53
Oud-Heverlee Leuven,Standard,3.0,2.0,H,1.0,0.0,12.0,14.0,5.0,5.0,9.0,9.0,6.0,7.0,0.0,2.0,0.0,0.0,2.65,3.74,2.51,2.57,3.6,2.5
Waregem,Cercle Brugge,2.0,3.0,A,0.0,2.0,11.0,22.0,3.0,8.0,16.0,21.0,3.0,3.0,2.0,4.0,0.0,0.0,2.94,3.87,2.24,2.94,3.73,2.18
St Truiden,Antwerp,0.0,1.0,A,0.0,0.0,10.0,10.0,0.0,4.0,11.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,4.32,3.84,1.81,4.17,3.65,1.81
Seraing,Westerlo,1.0,1.0,D,1.0,1.0,10.0,12.0,4.0,1.0,14.0,12.0,6.0,4.0,4.0,1.0,0.0,0.0,5.5,4.36,1.6,5.33,4.2,1.57
St. Gilloise,Seraing,2.0,1.0,H,2.0,0.0,19.0,6.0,8.0,2.0,9.0,13.0,11.0,2.0,1.0,1.0,0.0,0.0,1.12,9.45,19.3,1.11,9.35,20.19
Antwerp,Kortrijk,1.0,0.0,H,0.0,0.0,14.0,5.0,3.0,2.0,13.0,13.0,12.0,2.0,0.0,1.0,0.0,0.0,1.29,5.45,11.18,1.28,5.49,10.31
Mechelen,Gent,1.0,1.0,D,1.0,1.0,2.0,14.0,1.0,5.0,10.0,7.0,3.0,6.0,1.0,1.0,0.0,0.0,5.04,4.2,1.63,4.87,4.08,1.63
Genk,Anderlecht,5.0,2.0,H,2.0,1.0,14.0,13.0,9.0,6.0,16.0,17.0,7.0,2.0,2.0,3.0,0.0,0.0,1.83,4.08,3.91,1.83,3.92,3.83
Westerlo,Club Brugge,0.0,0.0,D,0.0,0.0,7.0,22.0,1.0,10.0,13.0,8.0,4.0,13.0,4.0,3.0,0.0,0.0,3.29,3.71,2.17,3.17,3.57,2.15
Cercle Brugge,St Truiden,3.0,1.0,H,2.0,0.0,10.0,5.0,5.0,1.0,11.0,15.0,4.0,1.0,3.0,0.0,0.0,0.0,1.72,3.94,4.99,1.69,3.81,4.85
Oostende,Oud-Heverlee Leuven,0.0,4.0,A,0.0,2.0,13.0,19.0,3.0,8.0,10.0,8.0,7.0,6.0,1.0,0.0,0.0,0.0,2.37,4.21,2.62,2.37,3.85,2.63
Eupen,Waregem,1.0,5.0,A,0.0,4.0,11.0,16.0,3.0,9.0,15.0,13.0,4.0,3.0,3.0,1.0,0.0,0.0,2.44,3.59,2.9,2.37,3.51,2.82
Standard,Charleroi,3.0,1.0,H,1.0,0.0,10.0,17.0,6.0,5.0,15.0,11.0,5.0,5.0,4.0,1.0,1.0,0.0,2.06,3.7,3.58,2.03,3.59,3.42
St Truiden,Oostende,5.0,0.0,H,2.0,0.0,18.0,11.0,11.0,4.0,14.0,12.0,6.0,2.0,1.0,1.0,0.0,0.0,2.33,3.35,3.16,2.26,3.32,3.11
Standard,Genk,2.0,0.0,H,2.0,0.0,11.0,19.0,4.0,7.0,17.0,13.0,4.0,7.0,3.0,3.0,0.0,0.0,2.6,3.78,2.53,2.62,3.6,2.46
Antwerp,Cercle Brugge,2.0,1.0,H,0.0,1.0,11.0,10.0,4.0,4.0,10.0,19.0,6.0,1.0,1.0,3.0,0.0,0.0,1.7,3.86,4.95,1.69,3.79,4.74
Anderlecht,Westerlo,0.0,0.0,D,0.0,0.0,16.0,13.0,2.0,6.0,11.0,18.0,10.0,1.0,2.0,2.0,0.0,0.0,1.7,4.1,4.62,1.69,3.96,4.48
Gent,St. Gilloise,1.0,1.0,D,0.0,1.0,10.0,5.0,3.0,3.0,4.0,11.0,4.0,3.0,0.0,2.0,0.0,0.0,2.63,3.62,2.66,2.53,3.45,2.63
Charleroi,Waregem,3.0,2.0,H,0.0,1.0,18.0,8.0,8.0,5.0,11.0,15.0,3.0,5.0,3.0,1.0,0.0,0.0,1.66,4.55,4.64,1.66,4.18,4.53
Kortrijk,Eupen,0.0,0.0,D,0.0,0.0,14.0,13.0,1.0,3.0,17.0,9.0,7.0,6.0,3.0,2.0,0.0,0.0,2.04,3.79,3.47,2.03,3.63,3.38
Oud-Heverlee Leuven,Mechelen,4.0,1.0,H,2.0,0.0,17.0,16.0,11.0,6.0,8.0,13.0,2.0,8.0,1.0,3.0,0.0,0.0,2.19,3.82,3.18,2.15,3.63,3.11
Club Brugge,Seraing,2.0,0.0,H,0.0,0.0,26.0,5.0,11.0,0.0,10.0,8.0,21.0,1.0,0.0,0.0,0.0,0.0,1.12,9.49,24.9,1.11,9.05,21.38
St. Gilloise,St Truiden,2.0,1.0,H,0.0,0.0,11.0,6.0,7.0,1.0,14.0,8.0,13.0,1.0,2.0,3.0,0.0,1.0,1.45,4.27,7.87,1.45,4.31,6.99
Mechelen,Club Brugge,0.0,3.0,A,0.0,2.0,4.0,18.0,1.0,5.0,9.0,6.0,1.0,8.0,1.0,1.0,0.0,0.0,3.72,3.8,1.94,3.59,3.71,1.93
Eupen,Anderlecht,0.0,1.0,A,0.0,0.0,9.0,13.0,1.0,4.0,16.0,8.0,2.0,6.0,1.0,0.0,0.0,0.0,4.33,3.9,1.79,4.05,3.77,1.81
Genk,Oud-Heverlee Leuven,2.0,1.0,H,1.0,0.0,22.0,11.0,8.0,5.0,10.0,9.0,11.0,5.0,4.0,2.0,0.0,0.0,1.51,4.64,5.85,1.5,4.46,5.78
Oostende,Standard,1.0,3.0,A,1.0,3.0,15.0,13.0,4.0,7.0,11.0,6.0,6.0,7.0,3.0,1.0,1.0,0.0,3.04,3.8,2.23,3.01,3.6,2.2
Seraing,Gent,0.0,5.0,A,0.0,1.0,6.0,18.0,0.0,10.0,5.0,6.0,3.0,13.0,0.0,1.0,0.0,0.0,8.99,4.73,1.4,8.31,4.67,1.37
Westerlo,Charleroi,2.0,3.0,A,1.0,2.0,17.0,12.0,7.0,5.0,5.0,16.0,7.0,4.0,2.0,5.0,0.0,0.0,2.19,3.67,3.29,2.13,3.54,3.19
Cercle Brugge,Kortrijk,2.0,0.0,H,2.0,0.0,19.0,6.0,6.0,4.0,17.0,13.0,6.0,2.0,2.0,2.0,0.0,0.0,1.61,4.31,5.4,1.6,4.15,5.11
Waregem,Antwerp,0.0,2.0,A,0.0,0.0,7.0,13.0,3.0,5.0,11.0,15.0,6.0,5.0,4.0,1.0,0.0,0.0,4.68,4.18,1.71,4.42,3.95,1.71
Gent,Eupen,3.0,0.0,H,1.0,0.0,25.0,11.0,5.0,3.0,6.0,9.0,16.0,5.0,2.0,0.0,0.0,0.0,1.34,5.15,9.02,1.34,4.98,8.43
St. Gilloise,Mechelen,2.0,1.0,H,1.0,1.0,15.0,5.0,6.0,1.0,11.0,11.0,3.0,5.0,1.0,2.0,0.0,0.0,1.4,5.02,7.41,1.39,4.84,7.31
Oud-Heverlee Leuven,Anderlecht,0.0,2.0,A,0.0,1.0,9.0,12.0,5.0,5.0,11.0,13.0,4.0,7.0,3.0,2.0,0.0,0.0,3.12,3.57,2.25,3.04,3.47,2.22
Antwerp,Charleroi,0.0,1.0,A,0.0,1.0,28.0,5.0,8.0,2.0,8.0,9.0,8.0,0.0,0.0,4.0,0.0,1.0,1.71,4.0,4.77,1.7,3.83,4.62
Standard,Waregem,2.0,2.0,D,2.0,0.0,21.0,9.0,8.0,5.0,14.0,12.0,6.0,5.0,3.0,2.0,0.0,0.0,1.73,4.01,4.59,1.71,3.93,4.45
Oostende,Westerlo,1.0,2.0,A,0.0,1.0,22.0,7.0,12.0,2.0,9.0,9.0,7.0,5.0,1.0,2.0,0.0,0.0,2.87,3.87,2.34,2.86,3.62,2.29
St Truiden,Seraing,2.0,1.0,H,1.0,0.0,12.0,9.0,7.0,1.0,14.0,8.0,4.0,2.0,2.0,2.0,0.0,0.0,1.57,3.98,6.25,1.56,3.81,6.15
